Date,Datetime,Hour,Time_of_day,Day_of_week,Month,Month_year,Year,Payment_type,Card,Coffee_name,Money
4/4/2024,4/4/2024 12:23,12,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0094,Cortado,28.9
4/4/2024,4/4/2024 19:42,19,evening,Thursday,April,2024-04,2024,cash,N/A,Latte,40
4/5/2024,4/5/2024 10:40,10,morning,Friday,April,2024-04,2024,card,ANON-0000-0000-0095,Americano,28.9
4/5/2024,4/5/2024 10:42,10,morning,Friday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/5/2024,4/5/2024 11:06,11,morning,Friday,April,2024-04,2024,card,ANON-0000-0000-0096,Cortado,28.9
4/5/2024,4/5/2024 12:14,12,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0097,Americano with Milk,33.8
4/5/2024,4/5/2024 14:23,14,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0098,Latte,38.7
4/5/2024,4/5/2024 14:24,14,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0098,Cortado,28.9
4/5/2024,4/5/2024 15:30,15,at noon,Friday,April,2024-04,2024,cash,N/A,Latte,40
4/5/2024,4/5/2024 15:54,15,at noon,Friday,April,2024-04,2024,cash,N/A,Cappuccino,40
4/5/2024,4/5/2024 15:55,15,at noon,Friday,April,2024-04,2024,cash,N/A,Americano,30
4/5/2024,4/5/2024 16:17,16,at noon,Friday,April,2024-04,2024,cash,N/A,Cocoa,40
4/5/2024,4/5/2024 16:18,16,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0003,Espresso,24
4/6/2024,4/6/2024 12:32,12,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0099,Americano with Milk,33.8
4/6/2024,4/6/2024 14:13,14,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0040,Cappuccino,38.7
4/6/2024,4/6/2024 14:14,14,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0040,Americano,28.9
4/6/2024,4/6/2024 14:49,14,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0009,Latte,38.7
4/7/2024,4/7/2024 10:12,10,morning,Sunday,April,2024-04,2024,card,ANON-0000-0000-0091,Latte,38.7
4/7/2024,4/7/2024 12:44,12,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0040,Cappuccino,38.7
4/7/2024,4/7/2024 12:46,12,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0040,Cappuccino,38.7
4/7/2024,4/7/2024 14:16,14,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0100,Cortado,28.9
4/7/2024,4/7/2024 14:17,14,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0100,Espresso,24
4/7/2024,4/7/2024 18:01,18,evening,Sunday,April,2024-04,2024,card,ANON-0000-0000-0101,Hot Chocolate,38.7
4/7/2024,4/7/2024 18:02,18,evening,Sunday,April,2024-04,2024,card,ANON-0000-0000-0101,Americano with Milk,33.8
4/8/2024,4/8/2024 10:58,10,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0102,Americano with Milk,33.8
4/8/2024,4/8/2024 10:59,10,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0103,Cappuccino,38.7
4/8/2024,4/8/2024 11:01,11,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/8/2024,4/8/2024 11:04,11,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0104,Cappuccino,38.7
4/8/2024,4/8/2024 12:54,12,at noon,Monday,April,2024-04,2024,cash,N/A,Espresso,25
4/8/2024,4/8/2024 15:43,15,at noon,Monday,April,2024-04,2024,cash,N/A,Americano with Milk,35
4/8/2024,4/8/2024 16:41,16,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0017,Latte,38.7
4/8/2024,4/8/2024 18:18,18,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0105,Americano,28.9
4/8/2024,4/8/2024 19:22,19,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0024,Americano with Milk,33.8
4/8/2024,4/8/2024 19:23,19,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0106,Cappuccino,38.7
4/9/2024,4/9/2024 10:22,10,morning,Tuesday,April,2024-04,2024,cash,N/A,Cappuccino,40
4/9/2024,4/9/2024 10:24,10,morning,Tuesday,April,2024-04,2024,cash,N/A,Americano,30
4/9/2024,4/9/2024 11:42,11,morning,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0091,Latte,38.7
4/9/2024,4/9/2024 15:11,15,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0107,Hot Chocolate,38.7
4/9/2024,4/9/2024 17:25,17,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0049,Hot Chocolate,38.7
4/10/2024,4/10/2024 10:21,10,morning,Wednesday,April,2024-04,2024,cash,N/A,Espresso,25
4/10/2024,4/10/2024 17:55,17,at noon,Wednesday,April,2024-04,2024,cash,N/A,Hot Chocolate,40
4/10/2024,4/10/2024 17:55,17,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0108,Espresso,24
4/10/2024,4/10/2024 18:24,18,evening,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0009,Cappuccino,38.7
4/10/2024,4/10/2024 20:04,20,evening,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0109,Latte,38.7
4/11/2024,4/11/2024 10:41,10,morning,Thursday,April,2024-04,2024,card,ANON-0000-0000-0110,Americano,28.9
4/11/2024,4/11/2024 10:42,10,morning,Thursday,April,2024-04,2024,card,ANON-0000-0000-0110,Americano,28.9
4/11/2024,4/11/2024 16:35,16,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0017,Latte,38.7
4/11/2024,4/11/2024 19:16,19,evening,Thursday,April,2024-04,2024,card,ANON-0000-0000-0106,Cappuccino,38.7
4/11/2024,4/11/2024 19:18,19,evening,Thursday,April,2024-04,2024,card,ANON-0000-0000-0024,Americano with Milk,33.8
4/12/2024,4/12/2024 19:03,19,evening,Friday,April,2024-04,2024,card,ANON-0000-0000-0019,Hot Chocolate,38.7
4/12/2024,4/12/2024 19:38,19,evening,Friday,April,2024-04,2024,card,ANON-0000-0000-0009,Cortado,28.9
4/13/2024,4/13/2024 12:29,12,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0009,Latte,38.7
4/13/2024,4/13/2024 12:43,12,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/13/2024,4/13/2024 15:06,15,at noon,Saturday,April,2024-04,2024,cash,N/A,Hot Chocolate,40
4/13/2024,4/13/2024 15:07,15,at noon,Saturday,April,2024-04,2024,cash,N/A,Hot Chocolate,40
4/13/2024,4/13/2024 16:18,16,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0111,Cappuccino,38.7
4/13/2024,4/13/2024 16:19,16,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0111,Latte,38.7
4/13/2024,4/13/2024 17:51,17,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0112,Cappuccino,38.7
4/13/2024,4/13/2024 17:53,17,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0012,Cappuccino,38.7
4/14/2024,4/14/2024 10:55,10,morning,Sunday,April,2024-04,2024,cash,N/A,Latte,40
4/14/2024,4/14/2024 12:24,12,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0113,Cappuccino,38.7
4/14/2024,4/14/2024 12:27,12,at noon,Sunday,April,2024-04,2024,cash,N/A,Cortado,30
4/14/2024,4/14/2024 12:29,12,at noon,Sunday,April,2024-04,2024,cash,N/A,Cortado,30
4/14/2024,4/14/2024 12:31,12,at noon,Sunday,April,2024-04,2024,cash,N/A,Americano with Milk,35
4/14/2024,4/14/2024 13:21,13,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0114,Cortado,28.9
4/14/2024,4/14/2024 14:23,14,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/14/2024,4/14/2024 14:24,14,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/14/2024,4/14/2024 14:25,14,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/14/2024,4/14/2024 15:46,15,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0017,Cappuccino,38.7
4/14/2024,4/14/2024 16:59,16,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0012,Cortado,28.9
4/14/2024,4/14/2024 17:00,17,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0019,Latte,38.7
4/14/2024,4/14/2024 18:38,18,evening,Sunday,April,2024-04,2024,card,ANON-0000-0000-0115,Cappuccino,38.7
4/15/2024,4/15/2024 11:45,11,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0064,Americano,28.9
4/15/2024,4/15/2024 17:01,17,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0003,Americano,28.9
4/15/2024,4/15/2024 17:02,17,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0004,Americano with Milk,33.8
4/15/2024,4/15/2024 19:33,19,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0009,Americano with Milk,33.8
4/15/2024,4/15/2024 19:41,19,evening,Monday,April,2024-04,2024,cash,N/A,Espresso,25
4/16/2024,4/16/2024 10:43,10,morning,Tuesday,April,2024-04,2024,cash,N/A,Americano with Milk,35
4/16/2024,4/16/2024 10:46,10,morning,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0116,Americano with Milk,33.8
4/16/2024,4/16/2024 12:40,12,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0117,Cocoa,38.7
4/16/2024,4/16/2024 12:52,12,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0064,Cortado,28.9
4/16/2024,4/16/2024 15:03,15,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0118,Americano,28.9
4/16/2024,4/16/2024 17:42,17,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0024,Americano with Milk,33.8
4/16/2024,4/16/2024 17:43,17,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0009,Cappuccino,38.7
4/16/2024,4/16/2024 18:09,18,evening,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0050,Cocoa,38.7
4/17/2024,4/17/2024 13:33,13,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,28.9
4/17/2024,4/17/2024 13:44,13,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0119,Espresso,24
4/17/2024,4/17/2024 16:13,16,at noon,Wednesday,April,2024-04,2024,cash,N/A,Cappuccino,40
4/17/2024,4/17/2024 17:01,17,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0120,Cappuccino,38.7
4/17/2024,4/17/2024 17:02,17,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0120,Cappuccino,38.7
4/17/2024,4/17/2024 18:14,18,evening,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0121,Cortado,28.9
4/18/2024,4/18/2024 11:19,11,morning,Thursday,April,2024-04,2024,card,ANON-0000-0000-0003,Americano,28.9
4/18/2024,4/18/2024 11:20,11,morning,Thursday,April,2024-04,2024,card,ANON-0000-0000-0003,Americano,28.9
4/18/2024,4/18/2024 13:49,13,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0122,Americano with Milk,33.8
4/18/2024,4/18/2024 13:50,13,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0122,Cortado,28.9
4/18/2024,4/18/2024 14:34,14,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0123,Cappuccino,38.7
4/18/2024,4/18/2024 14:35,14,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0123,Latte,38.7
4/18/2024,4/18/2024 17:44,17,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0069,Latte,38.7
4/18/2024,4/18/2024 18:21,18,evening,Thursday,April,2024-04,2024,card,ANON-0000-0000-0085,Cappuccino,38.7
4/18/2024,4/18/2024 19:39,19,evening,Thursday,April,2024-04,2024,card,ANON-0000-0000-0024,Hot Chocolate,38.7
4/18/2024,4/18/2024 19:40,19,evening,Thursday,April,2024-04,2024,card,ANON-0000-0000-0009,Hot Chocolate,38.7
4/19/2024,4/19/2024 10:10,10,morning,Friday,April,2024-04,2024,card,ANON-0000-0000-0001,Latte,38.7
4/19/2024,4/19/2024 13:11,13,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0040,Americano with Milk,33.8
4/19/2024,4/19/2024 13:13,13,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0040,Cappuccino,38.7
4/19/2024,4/19/2024 13:58,13,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0124,Hot Chocolate,38.7
4/19/2024,4/19/2024 13:59,13,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0124,Cappuccino,38.7
4/19/2024,4/19/2024 18:23,18,evening,Friday,April,2024-04,2024,card,ANON-0000-0000-0024,Cocoa,38.7
4/19/2024,4/19/2024 18:25,18,evening,Friday,April,2024-04,2024,card,ANON-0000-0000-0009,Americano with Milk,33.8
4/20/2024,4/20/2024 11:24,11,morning,Saturday,April,2024-04,2024,cash,N/A,Americano with Milk,35
4/20/2024,4/20/2024 12:08,12,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0125,Americano with Milk,33.8
4/20/2024,4/20/2024 12:09,12,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0125,Americano with Milk,33.8
4/20/2024,4/20/2024 13:08,13,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0118,Americano,28.9
4/20/2024,4/20/2024 13:09,13,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0118,Americano with Milk,33.8
4/20/2024,4/20/2024 13:10,13,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0118,Hot Chocolate,38.7
4/20/2024,4/20/2024 14:44,14,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0040,Cappuccino,38.7
4/20/2024,4/20/2024 15:11,15,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0009,Americano with Milk,33.8
4/20/2024,4/20/2024 15:22,15,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano with Milk,32.82
4/20/2024,4/20/2024 15:49,15,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0126,Americano with Milk,32.82
4/20/2024,4/20/2024 17:07,17,at noon,Saturday,April,2024-04,2024,cash,N/A,Cocoa,39
4/20/2024,4/20/2024 18:27,18,evening,Saturday,April,2024-04,2024,card,ANON-0000-0000-0127,Cappuccino,37.72
4/20/2024,4/20/2024 18:28,18,evening,Saturday,April,2024-04,2024,card,ANON-0000-0000-0127,Cappuccino,37.72
4/20/2024,4/20/2024 19:30,19,evening,Saturday,April,2024-04,2024,card,ANON-0000-0000-0128,Latte,37.72
4/21/2024,4/21/2024 11:16,11,morning,Sunday,April,2024-04,2024,card,ANON-0000-0000-0001,Latte,37.72
4/21/2024,4/21/2024 14:15,14,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0099,Americano,27.92
4/21/2024,4/21/2024 17:09,17,at noon,Sunday,April,2024-04,2024,cash,N/A,Cappuccino,39
4/22/2024,4/22/2024 11:09,11,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/22/2024,4/22/2024 11:29,11,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0129,Americano with Milk,32.82
4/22/2024,4/22/2024 18:40,18,evening,Monday,April,2024-04,2024,cash,N/A,Latte,39
4/22/2024,4/22/2024 19:39,19,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0009,Latte,37.72
4/22/2024,4/22/2024 20:02,20,evening,Monday,April,2024-04,2024,cash,N/A,Cappuccino,39
4/23/2024,4/23/2024 14:22,14,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0025,Cappuccino,37.72
4/23/2024,4/23/2024 14:23,14,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0024,Americano with Milk,32.82
4/23/2024,4/23/2024 14:24,14,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0009,Cappuccino,37.72
4/23/2024,4/23/2024 19:42,19,evening,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0130,Americano with Milk,32.82
4/23/2024,4/23/2024 19:43,19,evening,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0130,Americano with Milk,32.82
4/24/2024,4/24/2024 10:19,10,morning,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0001,Latte,37.72
4/24/2024,4/24/2024 10:21,10,morning,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0131,Americano with Milk,32.82
4/24/2024,4/24/2024 11:23,11,morning,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0132,Americano with Milk,32.82
4/24/2024,4/24/2024 11:33,11,morning,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0133,Americano with Milk,32.82
4/24/2024,4/24/2024 12:39,12,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0059,Americano with Milk,32.82
4/24/2024,4/24/2024 16:39,16,at noon,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0009,Americano with Milk,32.82
4/24/2024,4/24/2024 19:39,19,evening,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0134,Americano with Milk,32.82
4/24/2024,4/24/2024 19:40,19,evening,Wednesday,April,2024-04,2024,card,ANON-0000-0000-0134,Cappuccino,37.72
4/25/2024,4/25/2024 10:46,10,morning,Thursday,April,2024-04,2024,card,ANON-0000-0000-0135,Americano,27.92
4/25/2024,4/25/2024 15:18,15,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0009,Latte,37.72
4/25/2024,4/25/2024 17:09,17,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/25/2024,4/25/2024 17:10,17,at noon,Thursday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/26/2024,4/26/2024 10:12,10,morning,Friday,April,2024-04,2024,card,ANON-0000-0000-0001,Latte,37.72
4/26/2024,4/26/2024 12:01,12,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0136,Latte,37.72
4/26/2024,4/26/2024 13:31,13,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0137,Cappuccino,37.72
4/26/2024,4/26/2024 15:32,15,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/26/2024,4/26/2024 15:33,15,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/26/2024,4/26/2024 16:23,16,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0138,Cortado,27.92
4/26/2024,4/26/2024 16:24,16,at noon,Friday,April,2024-04,2024,card,ANON-0000-0000-0139,Americano,27.92
4/26/2024,4/26/2024 19:32,19,evening,Friday,April,2024-04,2024,card,ANON-0000-0000-0009,Hot Chocolate,37.72
4/26/2024,4/26/2024 19:33,19,evening,Friday,April,2024-04,2024,card,ANON-0000-0000-0009,Cocoa,37.72
4/27/2024,4/27/2024 15:27,15,at noon,Saturday,April,2024-04,2024,card,ANON-0000-0000-0009,Cappuccino,37.72
4/28/2024,4/28/2024 10:32,10,morning,Sunday,April,2024-04,2024,card,ANON-0000-0000-0001,Latte,37.72
4/28/2024,4/28/2024 12:30,12,at noon,Sunday,April,2024-04,2024,card,ANON-0000-0000-0140,Cappuccino,37.72
4/28/2024,4/28/2024 18:27,18,evening,Sunday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/28/2024,4/28/2024 18:28,18,evening,Sunday,April,2024-04,2024,card,ANON-0000-0000-0012,Americano,27.92
4/28/2024,4/28/2024 18:29,18,evening,Sunday,April,2024-04,2024,card,ANON-0000-0000-0019,Latte,37.72
4/29/2024,4/29/2024 11:26,11,morning,Monday,April,2024-04,2024,card,ANON-0000-0000-0141,Cortado,27.92
4/29/2024,4/29/2024 13:27,13,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0003,Americano,27.92
4/29/2024,4/29/2024 13:28,13,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0003,Cortado,27.92
4/29/2024,4/29/2024 13:53,13,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0141,Cortado,27.92
4/29/2024,4/29/2024 13:54,13,at noon,Monday,April,2024-04,2024,card,ANON-0000-0000-0141,Americano with Milk,32.82
4/29/2024,4/29/2024 18:37,18,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0140,Cappuccino,37.72
4/29/2024,4/29/2024 19:12,19,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0134,Cappuccino,37.72
4/29/2024,4/29/2024 19:13,19,evening,Monday,April,2024-04,2024,card,ANON-0000-0000-0134,Cappuccino,37.72
4/30/2024,4/30/2024 10:16,10,morning,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Latte,37.72
4/30/2024,4/30/2024 10:34,10,morning,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Americano with Milk,32.82
4/30/2024,4/30/2024 10:35,10,morning,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Americano with Milk,32.82
4/30/2024,4/30/2024 13:41,13,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Americano,27.92
4/30/2024,4/30/2024 13:43,13,at noon,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Americano with Milk,32.82
4/30/2024,4/30/2024 19:19,19,evening,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Cappuccino,37.72
4/30/2024,4/30/2024 19:30,19,evening,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Americano with Milk,32.82
4/30/2024,4/30/2024 19:31,19,evening,Tuesday,April,2024-04,2024,card,ANON-0000-0000-0142,Latte,37.72
5/2/2024,5/2/2024 10:33,10,morning,Thursday,May,2024-05,2024,card,ANON-0000-0000-0143,Americano,27.92
5/2/2024,5/2/2024 11:29,11,morning,Thursday,May,2024-05,2024,cash,N/A,Latte,39
5/2/2024,5/2/2024 13:49,13,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0133,Americano with Milk,32.82
5/2/2024,5/2/2024 18:36,18,evening,Thursday,May,2024-05,2024,card,ANON-0000-0000-0144,Cappuccino,37.72
5/2/2024,5/2/2024 18:41,18,evening,Thursday,May,2024-05,2024,card,ANON-0000-0000-0024,Americano with Milk,32.82
5/2/2024,5/2/2024 19:18,19,evening,Thursday,May,2024-05,2024,card,ANON-0000-0000-0145,Latte,37.72
5/2/2024,5/2/2024 19:19,19,evening,Thursday,May,2024-05,2024,card,ANON-0000-0000-0145,Cappuccino,37.72
5/3/2024,5/3/2024 10:11,10,morning,Friday,May,2024-05,2024,cash,N/A,Latte,39
5/3/2024,5/3/2024 14:30,14,at noon,Friday,May,2024-05,2024,card,ANON-0000-0000-0146,Latte,37.72
5/3/2024,5/3/2024 17:03,17,at noon,Friday,May,2024-05,2024,card,ANON-0000-0000-0147,Latte,37.72
5/6/2024,5/6/2024 10:05,10,morning,Monday,May,2024-05,2024,card,ANON-0000-0000-0148,Americano,27.92
5/6/2024,5/6/2024 10:06,10,morning,Monday,May,2024-05,2024,card,ANON-0000-0000-0149,Cappuccino,37.72
5/6/2024,5/6/2024 10:08,10,morning,Monday,May,2024-05,2024,card,ANON-0000-0000-0149,Americano with Milk,32.82
5/6/2024,5/6/2024 10:09,10,morning,Monday,May,2024-05,2024,card,ANON-0000-0000-0150,Americano,27.92
5/6/2024,5/6/2024 10:39,10,morning,Monday,May,2024-05,2024,card,ANON-0000-0000-0141,Cortado,27.92
5/6/2024,5/6/2024 11:34,11,morning,Monday,May,2024-05,2024,cash,N/A,Americano,29
5/6/2024,5/6/2024 13:18,13,at noon,Monday,May,2024-05,2024,card,ANON-0000-0000-0148,Cortado,27.92
5/6/2024,5/6/2024 13:19,13,at noon,Monday,May,2024-05,2024,card,ANON-0000-0000-0148,Americano,27.92
5/6/2024,5/6/2024 19:18,19,evening,Monday,May,2024-05,2024,card,ANON-0000-0000-0151,Cappuccino,37.72
5/6/2024,5/6/2024 19:19,19,evening,Monday,May,2024-05,2024,card,ANON-0000-0000-0151,Cappuccino,37.72
5/7/2024,5/7/2024 10:44,10,morning,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0148,Cocoa,37.72
5/7/2024,5/7/2024 11:21,11,morning,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0141,Cortado,27.92
5/7/2024,5/7/2024 13:23,13,at noon,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0077,Cortado,27.92
5/7/2024,5/7/2024 16:42,16,at noon,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0148,Cocoa,37.72
5/7/2024,5/7/2024 16:55,16,at noon,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0152,Americano,27.92
5/7/2024,5/7/2024 17:37,17,at noon,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0153,Cappuccino,37.72
5/7/2024,5/7/2024 17:38,17,at noon,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0153,Latte,37.72
5/7/2024,5/7/2024 18:35,18,evening,Tuesday,May,2024-05,2024,cash,N/A,Americano with Milk,34
5/7/2024,5/7/2024 19:12,19,evening,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0154,Cappuccino,37.72
5/7/2024,5/7/2024 19:13,19,evening,Tuesday,May,2024-05,2024,card,ANON-0000-0000-0154,Cappuccino,37.72
5/8/2024,5/8/2024 10:07,10,morning,Wednesday,May,2024-05,2024,card,ANON-0000-0000-0001,Latte,37.72
5/9/2024,5/9/2024 12:54,12,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0155,Cappuccino,37.72
5/9/2024,5/9/2024 13:03,13,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0156,Americano,27.92
5/9/2024,5/9/2024 13:04,13,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0156,Latte,37.72
5/9/2024,5/9/2024 13:06,13,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0156,Latte,37.72
5/9/2024,5/9/2024 13:07,13,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0156,Latte,37.72
5/9/2024,5/9/2024 16:55,16,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0118,Americano,27.92
5/9/2024,5/9/2024 16:56,16,at noon,Thursday,May,2024-05,2024,card,ANON-0000-0000-0118,Americano,27.92
5/9/2024,5/9/2024 18:01,18,evening,Thursday,May,2024-05,2024,card,ANON-0000-0000-0157,Americano,27.92
